Instant,Riders,Season,Month,Hour,Holiday,Weekday,Workday,Weather,Temperature,Humidity,Wind,Year,Day,Date,Month_Name,Season_Name,Day_of_Week,Weather_Name_Type
15078,170,4,9,10,0,2,1,1,66,0.52,0.2985,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15079,218,4,9,11,0,2,1,1,77,0.46,0.2985,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15080,302,4,9,12,0,2,1,1,77,0.43,0.2836,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15081,305,4,9,13,0,2,1,1,77,0.47,0.2537,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15082,293,4,9,14,0,2,1,1,77,0.39,0.3284,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15083,303,4,9,15,0,2,1,1,77,0.36,0.3284,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15084,495,4,9,16,0,2,1,1,77,0.39,0.2985,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15085,967,4,9,17,0,2,1,1,77,0.39,0.2836,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15086,822,4,9,18,0,2,1,1,77,0.41,0.2239,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15087,539,4,9,19,0,2,1,1,77,0.5,0.2537,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15088,425,4,9,20,0,2,1,1,77,0.56,0.2985,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15089,297,4,9,21,0,2,1,1,77,0.56,0.2985,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15090,188,4,9,22,0,2,1,1,77,0.56,0.2836,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15091,98,4,9,23,0,2,1,1,77,0.56,0.3284,2012,25,2012-09-25,Sep,Autumn,Tue,Sunny
15092,40,4,9,0,0,3,1,1,68,0.64,0.2985,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15093,29,4,9,1,0,3,1,1,68,0.64,0.3284,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15094,17,4,9,2,0,3,1,2,68,0.64,0.2836,2012,26,2012-09-26,Sep,Autumn,Wed,Cloudy
15095,10,4,9,3,0,3,1,2,68,0.64,0.2836,2012,26,2012-09-26,Sep,Autumn,Wed,Cloudy
15096,14,4,9,4,0,3,1,1,66,0.73,0.2537,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15097,36,4,9,5,0,3,1,1,66,0.73,0.2239,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15098,182,4,9,6,0,3,1,1,64,0.73,0.194,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15099,532,4,9,7,0,3,1,1,64,0.77,0.1343,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15100,838,4,9,8,0,3,1,1,66,0.73,0.2985,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15101,334,4,9,9,0,3,1,1,75,0.64,0.194,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15102,185,4,9,10,0,3,1,1,73,0.73,0.2836,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15103,227,4,9,11,0,3,1,1,77,0.61,0.2537,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15104,316,4,9,12,0,3,1,1,79,0.61,0.2239,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15105,340,4,9,13,0,3,1,1,81,0.58,0.2239,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15106,277,4,9,14,0,3,1,1,82,0.48,0.2836,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15107,300,4,9,15,0,3,1,1,82,0.48,0.2985,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15108,468,4,9,16,0,3,1,1,82,0.45,0.2836,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15109,953,4,9,17,0,3,1,1,82,0.48,0.2985,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15110,884,4,9,18,0,3,1,1,82,0.48,0.2239,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15111,627,4,9,19,0,3,1,1,81,0.54,0.1642,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15112,434,4,9,20,0,3,1,1,77,0.69,0.194,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15113,360,4,9,21,0,3,1,1,77,0.65,0.194,2012,26,2012-09-26,Sep,Autumn,Wed,Sunny
15114,215,4,9,22,0,3,1,3,75,0.69,0.194,2012,26,2012-09-26,Sep,Autumn,Wed,Rainy
15115,115,4,9,23,0,3,1,2,72,0.78,0.2537,2012,26,2012-09-26,Sep,Autumn,Wed,Cloudy
15116,65,4,9,0,0,4,1,1,72,0.78,0.0896,2012,27,2012-09-27,Sep,Autumn,Thu,Sunny
15117,21,4,9,1,0,4,1,1,72,0.78,0.0896,2012,27,2012-09-27,Sep,Autumn,Thu,Sunny
15118,16,4,9,2,0,4,1,1,72,0.78,0.0896,2012,27,2012-09-27,Sep,Autumn,Thu,Sunny
15119,7,4,9,3,0,4,1,1,72,0.78,0.0,2012,27,2012-09-27,Sep,Autumn,Thu,Sunny
15120,8,4,9,4,0,4,1,1,66,0.94,0.1343,2012,27,2012-09-27,Sep,Autumn,Thu,Sunny
15121,66,4,9,5,0,4,1,1,68,0.83,0.0,2012,27,2012-09-27,Sep,Autumn,Thu,Sunny
15122,169,4,9,6,0,4,1,1,66,0.88,0.0896,2012,27,2012-09-27,Sep,Autumn,Thu,Sunny
15123,558,4,9,7,0,4,1,1,72,0.78,0.0,2012,27,2012-09-27,Sep,Autumn,Thu,Sunny
15124,794,4,9,8,0,4,1,1,75,0.71,0.0896,2012,27,2012-09-27,Sep,Autumn,Thu,Sunny
15125,335,4,9,9,0,4,1,1,77,0.65,0.0,2012,27,2012-09-27,Sep,Autumn,Thu,Sunny
15126,208,4,9,10,0,4,1,2,81,0.51,0.2836,2012,27,2012-09-27,Sep,Autumn,Thu,Cloudy
15127,294,4,9,11,0,4,1,2,82,0.51,0.1642,2012,27,2012-09-27,Sep,Autumn,Thu,Cloudy
15128,335,4,9,12,0,4,1,2,82,0.48,0.1343,2012,27,2012-09-27,Sep,Autumn,Thu,Cloudy
15129,326,4,9,13,0,4,1,2,82,0.48,0.0,2012,27,2012-09-27,Sep,Autumn,Thu,Cloudy
15130,258,4,9,14,0,4,1,2,84,0.45,0.0896,2012,27,2012-09-27,Sep,Autumn,Thu,Cloudy
15131,296,4,9,15,0,4,1,2,84,0.45,0.0,2012,27,2012-09-27,Sep,Autumn,Thu,Cloudy
15132,472,4,9,16,0,4,1,2,82,0.58,0.3284,2012,27,2012-09-27,Sep,Autumn,Thu,Cloudy
15133,905,4,9,17,0,4,1,2,77,0.69,0.2985,2012,27,2012-09-27,Sep,Autumn,Thu,Cloudy
15134,899,4,9,18,0,4,1,2,77,0.69,0.2239,2012,27,2012-09-27,Sep,Autumn,Thu,Cloudy
15135,559,4,9,19,0,4,1,1,77,0.65,0.1343,2012,27,2012-09-27,Sep,Autumn,Thu,Sunny
15136,457,4,9,20,0,4,1,2,75,0.69,0.2239,2012,27,2012-09-27,Sep,Autumn,Thu,Cloudy
15137,253,4,9,21,0,4,1,3,72,0.83,0.2985,2012,27,2012-09-27,Sep,Autumn,Thu,Rainy
15138,47,4,9,22,0,4,1,3,72,0.83,0.2985,2012,27,2012-09-27,Sep,Autumn,Thu,Rainy
15139,45,4,9,23,0,4,1,3,72,0.83,0.1642,2012,27,2012-09-27,Sep,Autumn,Thu,Rainy
15140,17,4,9,0,0,5,1,3,68,0.88,0.1642,2012,28,2012-09-28,Sep,Autumn,Fri,Rainy
15141,13,4,9,1,0,5,1,3,68,0.88,0.0,2012,28,2012-09-28,Sep,Autumn,Fri,Rainy
15142,10,4,9,2,0,5,1,3,68,0.88,0.2985,2012,28,2012-09-28,Sep,Autumn,Fri,Rainy
15143,7,4,9,3,0,5,1,2,70,0.83,0.1343,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15144,12,4,9,4,0,5,1,3,66,0.88,0.1045,2012,28,2012-09-28,Sep,Autumn,Fri,Rainy
15145,38,4,9,5,0,5,1,1,66,0.88,0.0,2012,28,2012-09-28,Sep,Autumn,Fri,Sunny
15146,138,4,9,6,0,5,1,2,66,0.94,0.0896,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15147,394,4,9,7,0,5,1,2,66,0.94,0.0,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15148,705,4,9,8,0,5,1,1,70,0.83,0.0896,2012,28,2012-09-28,Sep,Autumn,Fri,Sunny
15149,426,4,9,9,0,5,1,2,72,0.83,0.1045,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15150,245,4,9,10,0,5,1,2,73,0.78,0.1343,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15151,361,4,9,11,0,5,1,2,77,0.69,0.0,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15152,380,4,9,12,0,5,1,2,81,0.54,0.2537,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15153,410,4,9,13,0,5,1,2,81,0.51,0.2537,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15154,399,4,9,14,0,5,1,2,81,0.54,0.2537,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15155,392,4,9,15,0,5,1,2,79,0.54,0.2836,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15156,502,4,9,16,0,5,1,2,77,0.5,0.2239,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15157,808,4,9,17,0,5,1,2,77,0.54,0.2985,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15158,667,4,9,18,0,5,1,2,77,0.5,0.2239,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15159,508,4,9,19,0,5,1,3,77,0.5,0.2537,2012,28,2012-09-28,Sep,Autumn,Fri,Rainy
15160,336,4,9,20,0,5,1,3,77,0.53,0.1642,2012,28,2012-09-28,Sep,Autumn,Fri,Rainy
15161,237,4,9,21,0,5,1,3,77,0.53,0.194,2012,28,2012-09-28,Sep,Autumn,Fri,Rainy
15162,220,4,9,22,0,5,1,2,68,0.53,0.2239,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15163,190,4,9,23,0,5,1,2,66,0.56,0.194,2012,28,2012-09-28,Sep,Autumn,Fri,Cloudy
15164,149,4,9,0,0,6,0,1,64,0.6,0.2239,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15165,101,4,9,1,0,6,0,1,64,0.6,0.2239,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15166,92,4,9,2,0,6,0,2,64,0.56,0.2239,2012,29,2012-09-29,Sep,Autumn,Sat,Cloudy
15167,29,4,9,3,0,6,0,2,63,0.59,0.194,2012,29,2012-09-29,Sep,Autumn,Sat,Cloudy
15168,14,4,9,4,0,6,0,1,63,0.59,0.2537,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15169,15,4,9,5,0,6,0,1,61,0.63,0.194,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15170,37,4,9,6,0,6,0,1,61,0.63,0.2537,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15171,73,4,9,7,0,6,0,1,59,0.67,0.2836,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15172,211,4,9,8,0,6,0,1,61,0.68,0.2836,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15173,332,4,9,9,0,6,0,1,61,0.63,0.194,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15174,472,4,9,10,0,6,0,1,64,0.56,0.2537,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15175,663,4,9,11,0,6,0,1,66,0.52,0.2836,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15176,682,4,9,12,0,6,0,1,77,0.41,0.2985,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15177,686,4,9,13,0,6,0,1,77,0.41,0.2985,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15178,750,4,9,14,0,6,0,1,77,0.4,0.2537,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15179,727,4,9,15,0,6,0,1,77,0.43,0.2537,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15180,722,4,9,16,0,6,0,1,77,0.41,0.2537,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15181,712,4,9,17,0,6,0,1,77,0.38,0.3582,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15182,594,4,9,18,0,6,0,1,66,0.46,0.194,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15183,470,4,9,19,0,6,0,1,63,0.55,0.1642,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15184,315,4,9,20,0,6,0,1,63,0.55,0.194,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15185,292,4,9,21,0,6,0,1,63,0.55,0.1343,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15186,221,4,9,22,0,6,0,1,61,0.63,0.1045,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15187,196,4,9,23,0,6,0,1,61,0.59,0.0896,2012,29,2012-09-29,Sep,Autumn,Sat,Sunny
15188,147,4,9,0,0,0,0,1,61,0.59,0.0,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15189,116,4,9,1,0,0,0,1,61,0.59,0.0,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15190,92,4,9,2,0,0,0,1,59,0.63,0.0,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15191,58,4,9,3,0,0,0,1,57,0.67,0.0896,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15192,7,4,9,4,0,0,0,1,57,0.67,0.0896,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15193,10,4,9,5,0,0,0,1,55,0.72,0.0,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15194,22,4,9,6,0,0,0,1,55,0.72,0.0896,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15195,57,4,9,7,0,0,0,1,55,0.77,0.0,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15196,144,4,9,8,0,0,0,1,59,0.67,0.1045,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15197,285,4,9,9,0,0,0,1,63,0.63,0.1045,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15198,479,4,9,10,0,0,0,1,68,0.46,0.1642,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15199,591,4,9,11,0,0,0,1,77,0.43,0.2239,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15200,680,4,9,12,0,0,0,1,77,0.41,0.2985,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15201,594,4,9,13,0,0,0,1,77,0.41,0.2537,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15202,612,4,9,14,0,0,0,1,77,0.41,0.2537,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15203,649,4,9,15,0,0,0,1,77,0.36,0.2537,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15204,648,4,9,16,0,0,0,1,77,0.36,0.2239,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15205,575,4,9,17,0,0,0,1,77,0.35,0.2836,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15206,401,4,9,18,0,0,0,1,63,0.59,0.4478,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15207,257,4,9,19,0,0,0,3,61,0.72,0.1343,2012,30,2012-09-30,Sep,Autumn,Sun,Rainy
15208,194,4,9,20,0,0,0,3,61,0.72,0.1343,2012,30,2012-09-30,Sep,Autumn,Sun,Rainy
15209,123,4,9,21,0,0,0,1,61,0.68,0.0,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15210,91,4,9,22,0,0,0,1,59,0.72,0.0,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15211,57,4,9,23,0,0,0,1,59,0.72,0.0896,2012,30,2012-09-30,Sep,Autumn,Sun,Sunny
15212,45,4,10,0,0,1,1,1,57,0.72,0.1045,2012,1,2012-10-01,Oct,Autumn,Mon,Sunny
15213,18,4,10,1,0,1,1,1,55,0.77,0.0896,2012,1,2012-10-01,Oct,Autumn,Mon,Sunny
15214,12,4,10,2,0,1,1,1,57,0.72,0.0,2012,1,2012-10-01,Oct,Autumn,Mon,Sunny
15215,7,4,10,3,0,1,1,1,55,0.77,0.0,2012,1,2012-10-01,Oct,Autumn,Mon,Sunny
15216,10,4,10,4,0,1,1,1,54,0.82,0.1045,2012,1,2012-10-01,Oct,Autumn,Mon,Sunny
15217,36,4,10,5,0,1,1,1,55,0.77,0.0,2012,1,2012-10-01,Oct,Autumn,Mon,Sunny
15218,155,4,10,6,0,1,1,1,55,0.77,0.1045,2012,1,2012-10-01,Oct,Autumn,Mon,Sunny
15219,483,4,10,7,0,1,1,1,55,0.77,0.1642,2012,1,2012-10-01,Oct,Autumn,Mon,Sunny
15220,784,4,10,8,0,1,1,2,57,0.77,0.1045,2012,1,2012-10-01,Oct,Autumn,Mon,Cloudy
15221,340,4,10,9,0,1,1,2,63,0.63,0.0,2012,1,2012-10-01,Oct,Autumn,Mon,Cloudy
15222,179,4,10,10,0,1,1,1,64,0.56,0.0,2012,1,2012-10-01,Oct,Autumn,Mon,Sunny
15223,272,4,10,11,0,1,1,1,68,0.46,0.0,2012,1,2012-10-01,Oct,Autumn,Mon,Sunny
15224,323,4,10,12,0,1,1,2,77,0.43,0.1642,2012,1,2012-10-01,Oct,Autumn,Mon,Cloudy
15225,305,4,10,13,0,1,1,2,77,0.43,0.1642,2012,1,2012-10-01,Oct,Autumn,Mon,Cloudy
15226,244,4,10,14,0,1,1,2,77,0.43,0.1045,2012,1,2012-10-01,Oct,Autumn,Mon,Cloudy
15227,329,4,10,15,0,1,1,2,77,0.43,0.1343,2012,1,2012-10-01,Oct,Autumn,Mon,Cloudy
15228,459,4,10,16,0,1,1,2,77,0.46,0.2537,2012,1,2012-10-01,Oct,Autumn,Mon,Cloudy
15229,856,4,10,17,0,1,1,3,66,0.6,0.2537,2012,1,2012-10-01,Oct,Autumn,Mon,Rainy
15230,613,4,10,18,0,1,1,3,66,0.64,0.1045,2012,1,2012-10-01,Oct,Autumn,Mon,Rainy
15231,516,4,10,19,0,1,1,2,64,0.68,0.1045,2012,1,2012-10-01,Oct,Autumn,Mon,Cloudy
15232,262,4,10,20,0,1,1,3,64,0.68,0.0,2012,1,2012-10-01,Oct,Autumn,Mon,Rainy
15233,218,4,10,21,0,1,1,2,64,0.73,0.1343,2012,1,2012-10-01,Oct,Autumn,Mon,Cloudy
15234,207,4,10,22,0,1,1,3,64,0.77,0.0896,2012,1,2012-10-01,Oct,Autumn,Mon,Rainy
15235,105,4,10,23,0,1,1,3,64,0.77,0.0,2012,1,2012-10-01,Oct,Autumn,Mon,Rainy
15236,31,4,10,0,0,2,1,2,66,0.73,0.0,2012,2,2012-10-02,Oct,Autumn,Tue,Cloudy
15237,11,4,10,1,0,2,1,2,64,0.77,0.1045,2012,2,2012-10-02,Oct,Autumn,Tue,Cloudy
15238,2,4,10,2,0,2,1,2,64,0.77,0.1045,2012,2,2012-10-02,Oct,Autumn,Tue,Cloudy
15239,5,4,10,3,0,2,1,2,64,0.88,0.194,2012,2,2012-10-02,Oct,Autumn,Tue,Cloudy
15240,10,4,10,4,0,2,1,2,66,0.83,0.0896,2012,2,2012-10-02,Oct,Autumn,Tue,Cloudy
15241,43,4,10,5,0,2,1,2,66,0.83,0.1343,2012,2,2012-10-02,Oct,Autumn,Tue,Cloudy
15242,179,4,10,6,0,2,1,3,68,0.83,0.1045,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15243,260,4,10,7,0,2,1,3,68,0.83,0.1045,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15244,134,4,10,8,0,2,1,3,68,0.88,0.0,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15245,86,4,10,9,0,2,1,3,68,0.88,0.1343,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15246,45,4,10,10,0,2,1,3,68,0.88,0.1343,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15247,99,4,10,11,0,2,1,3,68,0.94,0.1343,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15248,104,4,10,12,0,2,1,2,68,0.88,0.194,2012,2,2012-10-02,Oct,Autumn,Tue,Cloudy
15249,154,4,10,13,0,2,1,2,68,0.88,0.1343,2012,2,2012-10-02,Oct,Autumn,Tue,Cloudy
15250,163,4,10,14,0,2,1,3,68,0.88,0.1343,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15251,209,4,10,15,0,2,1,3,72,0.83,0.1343,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15252,374,4,10,16,0,2,1,3,70,0.88,0.1343,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15253,715,4,10,17,0,2,1,3,70,0.88,0.1045,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15254,687,4,10,18,0,2,1,3,68,0.94,0.0896,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15255,395,4,10,19,0,2,1,3,68,0.94,0.0,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15256,306,4,10,20,0,2,1,3,68,0.94,0.1343,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15257,289,4,10,21,0,2,1,3,68,0.94,0.1045,2012,2,2012-10-02,Oct,Autumn,Tue,Rainy
15258,240,4,10,22,0,2,1,2,68,0.94,0.1045,2012,2,2012-10-02,Oct,Autumn,Tue,Cloudy
15259,98,4,10,23,0,2,1,2,68,0.94,0.0,2012,2,2012-10-02,Oct,Autumn,Tue,Cloudy
15260,52,4,10,0,0,3,1,3,68,0.94,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Rainy
15261,19,4,10,1,0,3,1,2,68,0.94,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15262,9,4,10,2,0,3,1,2,68,0.94,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15263,7,4,10,3,0,3,1,2,64,0.94,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15264,11,4,10,4,0,3,1,2,63,1.0,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15265,34,4,10,5,0,3,1,2,68,0.94,0.1045,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15266,177,4,10,6,0,3,1,2,64,0.94,0.1343,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15267,515,4,10,7,0,3,1,2,64,0.94,0.194,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15268,809,4,10,8,0,3,1,2,70,0.88,0.1045,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15269,362,4,10,9,0,3,1,2,72,0.83,0.194,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15270,175,4,10,10,0,3,1,1,75,0.78,0.1642,2012,3,2012-10-03,Oct,Autumn,Wed,Sunny
15271,230,4,10,11,0,3,1,1,75,0.78,0.1642,2012,3,2012-10-03,Oct,Autumn,Wed,Sunny
15272,358,4,10,12,0,3,1,2,81,0.7,0.1045,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15273,279,4,10,13,0,3,1,2,82,0.74,0.1045,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15274,251,4,10,14,0,3,1,2,84,0.7,0.1642,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15275,319,4,10,15,0,3,1,2,84,0.62,0.1642,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15276,478,4,10,16,0,3,1,2,82,0.58,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15277,917,4,10,17,0,3,1,1,81,0.65,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Sunny
15278,810,4,10,18,0,3,1,1,81,0.65,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Sunny
15279,593,4,10,19,0,3,1,1,81,0.65,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Sunny
15280,497,4,10,20,0,3,1,1,81,0.65,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Sunny
15281,209,4,10,21,0,3,1,2,77,0.74,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15282,241,4,10,22,0,3,1,1,77,0.74,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Sunny
15283,220,4,10,23,0,3,1,2,75,0.78,0.0,2012,3,2012-10-03,Oct,Autumn,Wed,Cloudy
15284,76,4,10,0,0,4,1,3,72,0.89,0.0,2012,4,2012-10-04,Oct,Autumn,Thu,Rainy
15285,25,4,10,1,0,4,1,2,68,0.94,0.0,2012,4,2012-10-04,Oct,Autumn,Thu,Cloudy
15286,13,4,10,2,0,4,1,1,72,0.89,0.0,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15287,11,4,10,3,0,4,1,2,70,0.88,0.0,2012,4,2012-10-04,Oct,Autumn,Thu,Cloudy
15288,10,4,10,4,0,4,1,2,72,0.89,0.0,2012,4,2012-10-04,Oct,Autumn,Thu,Cloudy
15289,39,4,10,5,0,4,1,3,72,0.89,0.1045,2012,4,2012-10-04,Oct,Autumn,Thu,Rainy
15290,133,4,10,6,0,4,1,3,68,0.94,0.0896,2012,4,2012-10-04,Oct,Autumn,Thu,Rainy
15291,391,4,10,7,0,4,1,2,72,0.89,0.0896,2012,4,2012-10-04,Oct,Autumn,Thu,Cloudy
15292,738,4,10,8,0,4,1,1,72,0.89,0.0,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15293,359,4,10,9,0,4,1,2,72,0.89,0.194,2012,4,2012-10-04,Oct,Autumn,Thu,Cloudy
15294,177,4,10,10,0,4,1,2,75,0.83,0.1343,2012,4,2012-10-04,Oct,Autumn,Thu,Cloudy
15295,214,4,10,11,0,4,1,2,81,0.7,0.1045,2012,4,2012-10-04,Oct,Autumn,Thu,Cloudy
15296,288,4,10,12,0,4,1,2,82,0.54,0.194,2012,4,2012-10-04,Oct,Autumn,Thu,Cloudy
15297,294,4,10,13,0,4,1,2,82,0.58,0.3284,2012,4,2012-10-04,Oct,Autumn,Thu,Cloudy
15298,267,4,10,14,0,4,1,1,81,0.61,0.2537,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15299,325,4,10,15,0,4,1,1,82,0.54,0.2836,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15300,497,4,10,16,0,4,1,1,81,0.54,0.2836,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15301,901,4,10,17,0,4,1,1,81,0.51,0.2239,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15302,887,4,10,18,0,4,1,1,77,0.57,0.1045,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15303,534,4,10,19,0,4,1,1,77,0.57,0.1045,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15304,441,4,10,20,0,4,1,1,75,0.65,0.1045,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15305,321,4,10,21,0,4,1,1,75,0.69,0.0,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15306,232,4,10,22,0,4,1,1,77,0.47,0.1343,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15307,155,4,10,23,0,4,1,1,77,0.56,0.0896,2012,4,2012-10-04,Oct,Autumn,Thu,Sunny
15308,102,4,10,0,0,5,1,1,66,0.73,0.0,2012,5,2012-10-05,Oct,Autumn,Fri,Sunny
